# tracer: nop
#
# entries-in-buffer/entries-written: 660/660   #P:12
#
#                                _-----=> irqs-off/BH-disabled
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                             || / _--=> preempt-depth
#                             ||| / _-=> migrate-disable
#                            |||| /     delay
#           TASK-PID     CPU#  |||||  TIMESTAMP  FUNCTION
#              | |         |   |||||     |         |
       Audio-1003 [007] d..1.   1000.257162: sched_switch: prev_comm=Audio prev_pid=1003 prev_prio=120 prev_state=S ==> next_comm=swapper/7 next_pid=0 next_prio=120
          AI-1005 [001] d..1.   1000.259380: sched_wakeup: comm=AIDecide pid=1008 prio=120 target_cpu=010
          AI-1005 [001] d..1.   1000.259385: sched_switch: prev_comm=AI prev_pid=1005 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
     swapper/10-0 [010] d..1.   1000.259395: sched_switch: prev_comm=swapper/10 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AIDecide next_pid=1008 next_prio=120
      swapper/5-0 [005] d..1.   1000.259971: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GC next_pid=1011 next_prio=120
     Physics-1001 [004] d..1.   1000.260042: sched_wakeup: comm=Render pid=1002 prio=120 target_cpu=000
     Physics-1001 [004] d..1.   1000.260047: sched_switch: prev_comm=Physics prev_pid=1001 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
      swapper/0-0 [000] d..1.   1000.260057: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Render next_pid=1002 next_prio=120
     NetProc-1010 [009] d..1.   1000.260222: sched_switch: prev_comm=NetProc prev_pid=1010 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
    AIDecide-1008 [010] d..1.   1000.261788: sched_switch: prev_comm=AIDecide prev_pid=1008 prev_prio=120 prev_state=S ==> next_comm=swapper/10 next_pid=0 next_prio=120
          GC-1011 [005] d..1.   1000.264207: sched_switch: prev_comm=GC prev_pid=1011 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
      Render-1002 [000] d..1.   1000.266095: sched_wakeup: comm=PostProc pid=1007 prio=120 target_cpu=006
      Render-1002 [000] d..1.   1000.266100: sched_switch: prev_comm=Render prev_pid=1002 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
      swapper/6-0 [006] d..1.   1000.266110: sched_switch: prev_comm=swapper/6 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=PostProc next_pid=1007 next_prio=120
      swapper/9-0 [009] d..1.   1000.266672: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Input next_pid=1004 next_prio=120
       Input-1004 [009] d..1.   1000.267501: sched_wakeup: comm=GameLoop pid=1000 prio=120 target_cpu=008
       Input-1004 [009] d..1.   1000.267506: sched_switch: prev_comm=Input prev_pid=1004 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/8-0 [008] d..1.   1000.267516: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GameLoop next_pid=1000 next_prio=120
    PostProc-1007 [006] d..1.   1000.269698: sched_switch: prev_comm=PostProc prev_pid=1007 prev_prio=120 prev_state=S ==> next_comm=swapper/6 next_pid=0 next_prio=120
    GameLoop-1000 [008] d..1.   1000.271267: sched_wakeup: comm=Physics pid=1001 prio=120 target_cpu=004
    GameLoop-1000 [008] d..1.   1000.271272: sched_wakeup: comm=AI pid=1005 prio=120 target_cpu=001
    GameLoop-1000 [008] d..1.   1000.271277: sched_wakeup: comm=Audio pid=1003 prio=120 target_cpu=007
    GameLoop-1000 [008] d..1.   1000.271282: sched_wakeup: comm=NetSend pid=1006 prio=120 target_cpu=008
    GameLoop-1000 [008] d..1.   1000.271287: sched_switch: prev_comm=GameLoop prev_pid=1000 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
      swapper/4-0 [004] d..1.   1000.271297: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Physics next_pid=1001 next_prio=120
      swapper/1-0 [001] d..1.   1000.271297: sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AI next_pid=1005 next_prio=120
      swapper/7-0 [007] d..1.   1000.271297: sched_switch: prev_comm=swapper/7 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Audio next_pid=1003 next_prio=120
      swapper/8-0 [008] d..1.   1000.271302: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetSend next_pid=1006 next_prio=120
     swapper/11-0 [011] d..1.   1000.271691: sched_switch: prev_comm=swapper/11 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetRecv next_pid=1009 next_prio=120
     NetSend-1006 [008] d..1.   1000.272593: sched_switch: prev_comm=NetSend prev_pid=1006 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
     NetRecv-1009 [011] d..1.   1000.273799: sched_wakeup: comm=NetProc pid=1010 prio=120 target_cpu=009
     NetRecv-1009 [011] d..1.   1000.273804: sched_switch: prev_comm=NetRecv prev_pid=1009 prev_prio=120 prev_state=S ==> next_comm=swapper/11 next_pid=0 next_prio=120
      swapper/9-0 [009] d..1.   1000.273814: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetProc next_pid=1010 next_prio=120
       Audio-1003 [007] d..1.   1000.274129: sched_switch: prev_comm=Audio prev_pid=1003 prev_prio=120 prev_state=S ==> next_comm=swapper/7 next_pid=0 next_prio=120
          AI-1005 [001] d..1.   1000.276263: sched_wakeup: comm=AIDecide pid=1008 prio=120 target_cpu=010
          AI-1005 [001] d..1.   1000.276268: sched_switch: prev_comm=AI prev_pid=1005 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
     swapper/10-0 [010] d..1.   1000.276278: sched_switch: prev_comm=swapper/10 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AIDecide next_pid=1008 next_prio=120
      swapper/5-0 [005] d..1.   1000.276710: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GC next_pid=1011 next_prio=120
     NetProc-1010 [009] d..1.   1000.276918: sched_switch: prev_comm=NetProc prev_pid=1010 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
     Physics-1001 [004] d..1.   1000.277033: sched_wakeup: comm=Render pid=1002 prio=120 target_cpu=000
     Physics-1001 [004] d..1.   1000.277038: sched_switch: prev_comm=Physics prev_pid=1001 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
      swapper/0-0 [000] d..1.   1000.277048: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Render next_pid=1002 next_prio=120
    AIDecide-1008 [010] d..1.   1000.278718: sched_switch: prev_comm=AIDecide prev_pid=1008 prev_prio=120 prev_state=S ==> next_comm=swapper/10 next_pid=0 next_prio=120
          GC-1011 [005] d..1.   1000.280959: sched_switch: prev_comm=GC prev_pid=1011 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
      Render-1002 [000] d..1.   1000.283070: sched_wakeup: comm=PostProc pid=1007 prio=120 target_cpu=006
      Render-1002 [000] d..1.   1000.283075: sched_switch: prev_comm=Render prev_pid=1002 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
      swapper/6-0 [006] d..1.   1000.283085: sched_switch: prev_comm=swapper/6 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=PostProc next_pid=1007 next_prio=120
      swapper/9-0 [009] d..1.   1000.283339: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Input next_pid=1004 next_prio=120
       Input-1004 [009] d..1.   1000.284186: sched_wakeup: comm=GameLoop pid=1000 prio=120 target_cpu=008
       Input-1004 [009] d..1.   1000.284191: sched_switch: prev_comm=Input prev_pid=1004 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/8-0 [008] d..1.   1000.284201: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GameLoop next_pid=1000 next_prio=120
    PostProc-1007 [006] d..1.   1000.286661: sched_switch: prev_comm=PostProc prev_pid=1007 prev_prio=120 prev_state=S ==> next_comm=swapper/6 next_pid=0 next_prio=120
    GameLoop-1000 [008] d..1.   1000.287900: sched_wakeup: comm=Physics pid=1001 prio=120 target_cpu=004
    GameLoop-1000 [008] d..1.   1000.287905: sched_wakeup: comm=AI pid=1005 prio=120 target_cpu=001
    GameLoop-1000 [008] d..1.   1000.287910: sched_wakeup: comm=Audio pid=1003 prio=120 target_cpu=007
    GameLoop-1000 [008] d..1.   1000.287915: sched_wakeup: comm=NetSend pid=1006 prio=120 target_cpu=008
    GameLoop-1000 [008] d..1.   1000.287920: sched_switch: prev_comm=GameLoop prev_pid=1000 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
      swapper/4-0 [004] d..1.   1000.287930: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Physics next_pid=1001 next_prio=120
      swapper/1-0 [001] d..1.   1000.287930: sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AI next_pid=1005 next_prio=120
      swapper/7-0 [007] d..1.   1000.287930: sched_switch: prev_comm=swapper/7 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Audio next_pid=1003 next_prio=120
      swapper/8-0 [008] d..1.   1000.287935: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetSend next_pid=1006 next_prio=120
     swapper/11-0 [011] d..1.   1000.288304: sched_switch: prev_comm=swapper/11 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetRecv next_pid=1009 next_prio=120
     NetSend-1006 [008] d..1.   1000.289176: sched_switch: prev_comm=NetSend prev_pid=1006 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
     NetRecv-1009 [011] d..1.   1000.290250: sched_wakeup: comm=NetProc pid=1010 prio=120 target_cpu=009
     NetRecv-1009 [011] d..1.   1000.290255: sched_switch: prev_comm=NetRecv prev_pid=1009 prev_prio=120 prev_state=S ==> next_comm=swapper/11 next_pid=0 next_prio=120
      swapper/9-0 [009] d..1.   1000.290265: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetProc next_pid=1010 next_prio=120
       Audio-1003 [007] d..1.   1000.290833: sched_switch: prev_comm=Audio prev_pid=1003 prev_prio=120 prev_state=S ==> next_comm=swapper/7 next_pid=0 next_prio=120
          AI-1005 [001] d..1.   1000.292960: sched_wakeup: comm=AIDecide pid=1008 prio=120 target_cpu=010
          AI-1005 [001] d..1.   1000.292965: sched_switch: prev_comm=AI prev_pid=1005 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
     swapper/10-0 [010] d..1.   1000.292975: sched_switch: prev_comm=swapper/10 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AIDecide next_pid=1008 next_prio=120
     NetProc-1010 [009] d..1.   1000.293207: sched_switch: prev_comm=NetProc prev_pid=1010 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/5-0 [005] d..1.   1000.293297: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GC next_pid=1011 next_prio=120
     Physics-1001 [004] d..1.   1000.293639: sched_wakeup: comm=Render pid=1002 prio=120 target_cpu=000
     Physics-1001 [004] d..1.   1000.293644: sched_switch: prev_comm=Physics prev_pid=1001 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
      swapper/0-0 [000] d..1.   1000.293654: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Render next_pid=1002 next_prio=120
    AIDecide-1008 [010] d..1.   1000.295490: sched_switch: prev_comm=AIDecide prev_pid=1008 prev_prio=120 prev_state=S ==> next_comm=swapper/10 next_pid=0 next_prio=120
          GC-1011 [005] d..1.   1000.297572: sched_switch: prev_comm=GC prev_pid=1011 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
      Render-1002 [000] d..1.   1000.299655: sched_wakeup: comm=PostProc pid=1007 prio=120 target_cpu=006
      Render-1002 [000] d..1.   1000.299660: sched_switch: prev_comm=Render prev_pid=1002 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
      swapper/6-0 [006] d..1.   1000.299670: sched_switch: prev_comm=swapper/6 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=PostProc next_pid=1007 next_prio=120
      swapper/9-0 [009] d..1.   1000.300006: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Input next_pid=1004 next_prio=120
       Input-1004 [009] d..1.   1000.300630: sched_wakeup: comm=GameLoop pid=1000 prio=120 target_cpu=008
       Input-1004 [009] d..1.   1000.300635: sched_switch: prev_comm=Input prev_pid=1004 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/8-0 [008] d..1.   1000.300645: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GameLoop next_pid=1000 next_prio=120
    PostProc-1007 [006] d..1.   1000.303263: sched_switch: prev_comm=PostProc prev_pid=1007 prev_prio=120 prev_state=S ==> next_comm=swapper/6 next_pid=0 next_prio=120
    GameLoop-1000 [008] d..1.   1000.304434: sched_wakeup: comm=Physics pid=1001 prio=120 target_cpu=004
    GameLoop-1000 [008] d..1.   1000.304439: sched_wakeup: comm=AI pid=1005 prio=120 target_cpu=001
    GameLoop-1000 [008] d..1.   1000.304444: sched_wakeup: comm=Audio pid=1003 prio=120 target_cpu=007
    GameLoop-1000 [008] d..1.   1000.304449: sched_wakeup: comm=NetSend pid=1006 prio=120 target_cpu=008
    GameLoop-1000 [008] d..1.   1000.304454: sched_switch: prev_comm=GameLoop prev_pid=1000 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
      swapper/4-0 [004] d..1.   1000.304464: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Physics next_pid=1001 next_prio=120
      swapper/1-0 [001] d..1.   1000.304464: sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AI next_pid=1005 next_prio=120
      swapper/7-0 [007] d..1.   1000.304464: sched_switch: prev_comm=swapper/7 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Audio next_pid=1003 next_prio=120
      swapper/8-0 [008] d..1.   1000.304469: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetSend next_pid=1006 next_prio=120
     swapper/11-0 [011] d..1.   1000.305036: sched_switch: prev_comm=swapper/11 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetRecv next_pid=1009 next_prio=120
     NetSend-1006 [008] d..1.   1000.305663: sched_switch: prev_comm=NetSend prev_pid=1006 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
     NetRecv-1009 [011] d..1.   1000.306922: sched_wakeup: comm=NetProc pid=1010 prio=120 target_cpu=009
     NetRecv-1009 [011] d..1.   1000.306927: sched_switch: prev_comm=NetRecv prev_pid=1009 prev_prio=120 prev_state=S ==> next_comm=swapper/11 next_pid=0 next_prio=120
      swapper/9-0 [009] d..1.   1000.306937: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetProc next_pid=1010 next_prio=120
       Audio-1003 [007] d..1.   1000.307356: sched_switch: prev_comm=Audio prev_pid=1003 prev_prio=120 prev_state=S ==> next_comm=swapper/7 next_pid=0 next_prio=120
          AI-1005 [001] d..1.   1000.309438: sched_wakeup: comm=AIDecide pid=1008 prio=120 target_cpu=010
          AI-1005 [001] d..1.   1000.309443: sched_switch: prev_comm=AI prev_pid=1005 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
     swapper/10-0 [010] d..1.   1000.309453: sched_switch: prev_comm=swapper/10 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AIDecide next_pid=1008 next_prio=120
     NetProc-1010 [009] d..1.   1000.309882: sched_switch: prev_comm=NetProc prev_pid=1010 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/5-0 [005] d..1.   1000.309964: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GC next_pid=1011 next_prio=120
     Physics-1001 [004] d..1.   1000.310200: sched_wakeup: comm=Render pid=1002 prio=120 target_cpu=000
     Physics-1001 [004] d..1.   1000.310205: sched_switch: prev_comm=Physics prev_pid=1001 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
      swapper/0-0 [000] d..1.   1000.310215: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Render next_pid=1002 next_prio=120
    AIDecide-1008 [010] d..1.   1000.312050: sched_switch: prev_comm=AIDecide prev_pid=1008 prev_prio=120 prev_state=S ==> next_comm=swapper/10 next_pid=0 next_prio=120
          GC-1011 [005] d..1.   1000.314183: sched_switch: prev_comm=GC prev_pid=1011 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
      Render-1002 [000] d..1.   1000.316160: sched_wakeup: comm=PostProc pid=1007 prio=120 target_cpu=006
      Render-1002 [000] d..1.   1000.316165: sched_switch: prev_comm=Render prev_pid=1002 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
      swapper/6-0 [006] d..1.   1000.316175: sched_switch: prev_comm=swapper/6 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=PostProc next_pid=1007 next_prio=120
      swapper/9-0 [009] d..1.   1000.316673: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Input next_pid=1004 next_prio=120
       Input-1004 [009] d..1.   1000.317397: sched_wakeup: comm=GameLoop pid=1000 prio=120 target_cpu=008
       Input-1004 [009] d..1.   1000.317402: sched_switch: prev_comm=Input prev_pid=1004 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/8-0 [008] d..1.   1000.317412: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GameLoop next_pid=1000 next_prio=120
    PostProc-1007 [006] d..1.   1000.319687: sched_switch: prev_comm=PostProc prev_pid=1007 prev_prio=120 prev_state=S ==> next_comm=swapper/6 next_pid=0 next_prio=120
    GameLoop-1000 [008] d..1.   1000.321036: sched_wakeup: comm=Physics pid=1001 prio=120 target_cpu=004
    GameLoop-1000 [008] d..1.   1000.321041: sched_wakeup: comm=AI pid=1005 prio=120 target_cpu=001
    GameLoop-1000 [008] d..1.   1000.321046: sched_wakeup: comm=Audio pid=1003 prio=120 target_cpu=007
    GameLoop-1000 [008] d..1.   1000.321051: sched_wakeup: comm=NetSend pid=1006 prio=120 target_cpu=008
    GameLoop-1000 [008] d..1.   1000.321056: sched_switch: prev_comm=GameLoop prev_pid=1000 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
      swapper/4-0 [004] d..1.   1000.321066: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Physics next_pid=1001 next_prio=120
      swapper/1-0 [001] d..1.   1000.321066: sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AI next_pid=1005 next_prio=120
      swapper/7-0 [007] d..1.   1000.321066: sched_switch: prev_comm=swapper/7 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Audio next_pid=1003 next_prio=120
      swapper/8-0 [008] d..1.   1000.321071: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetSend next_pid=1006 next_prio=120
     swapper/11-0 [011] d..1.   1000.321639: sched_switch: prev_comm=swapper/11 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetRecv next_pid=1009 next_prio=120
     NetSend-1006 [008] d..1.   1000.322407: sched_switch: prev_comm=NetSend prev_pid=1006 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
     NetRecv-1009 [011] d..1.   1000.323737: sched_wakeup: comm=NetProc pid=1010 prio=120 target_cpu=009
     NetRecv-1009 [011] d..1.   1000.323742: sched_switch: prev_comm=NetRecv prev_pid=1009 prev_prio=120 prev_state=S ==> next_comm=swapper/11 next_pid=0 next_prio=120
      swapper/9-0 [009] d..1.   1000.323752: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetProc next_pid=1010 next_prio=120
       Audio-1003 [007] d..1.   1000.323901: sched_switch: prev_comm=Audio prev_pid=1003 prev_prio=120 prev_state=S ==> next_comm=swapper/7 next_pid=0 next_prio=120
          AI-1005 [001] d..1.   1000.326041: sched_wakeup: comm=AIDecide pid=1008 prio=120 target_cpu=010
          AI-1005 [001] d..1.   1000.326046: sched_switch: prev_comm=AI prev_pid=1005 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
     swapper/10-0 [010] d..1.   1000.326056: sched_switch: prev_comm=swapper/10 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AIDecide next_pid=1008 next_prio=120
      swapper/5-0 [005] d..1.   1000.326696: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GC next_pid=1011 next_prio=120
     Physics-1001 [004] d..1.   1000.326795: sched_wakeup: comm=Render pid=1002 prio=120 target_cpu=000
     Physics-1001 [004] d..1.   1000.326800: sched_switch: prev_comm=Physics prev_pid=1001 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
     NetProc-1010 [009] d..1.   1000.326807: sched_switch: prev_comm=NetProc prev_pid=1010 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/0-0 [000] d..1.   1000.326810: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Render next_pid=1002 next_prio=120
    AIDecide-1008 [010] d..1.   1000.328601: sched_switch: prev_comm=AIDecide prev_pid=1008 prev_prio=120 prev_state=S ==> next_comm=swapper/10 next_pid=0 next_prio=120
          GC-1011 [005] d..1.   1000.330995: sched_switch: prev_comm=GC prev_pid=1011 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
      Render-1002 [000] d..1.   1000.332817: sched_wakeup: comm=PostProc pid=1007 prio=120 target_cpu=006
      Render-1002 [000] d..1.   1000.332822: sched_switch: prev_comm=Render prev_pid=1002 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
      swapper/6-0 [006] d..1.   1000.332832: sched_switch: prev_comm=swapper/6 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=PostProc next_pid=1007 next_prio=120
    PostProc-1007 [006] d..1.   1000.336370: sched_switch: prev_comm=PostProc prev_pid=1007 prev_prio=120 prev_state=S ==> next_comm=swapper/6 next_pid=0 next_prio=120
